Name,Jones (vector)
12n_85,{-7; 2; -1; 3; -6; 9; -10; 11; -10; 8; -5; 2}
12n_86,{-1; 9; 1; -4; 9; -13; 17; -17; 16; -13; 8; -4; 1}
12n_87,{-4; 7; -1; 1; 0; -2; 6; -7; 9; -9; 8; -6; 3; -1}
12n_88,{3; 13; 1; -3; 9; -13; 18; -20; 19; -17; 11; -6; 2}
12n_89,{1; 10; 1; -2; 5; -6; 7; -7; 6; -5; 3; -1}
12n_90,{-9; 1; -1; 3; -7; 10; -12; 13; -11; 10; -6; 3; -1}
12n_91,{4; 15; 1; 0; 0; 4; -7; 9; -11; 10; -9; 6; -3; 1}
12n_92,{-5; 5; -1; 3; -8; 13; -16; 19; -17; 15; -10; 5; -2}
12n_93,{1; 12; 1; -2; 4; -4; 4; -2; 1; 0; -2; 2; -2; 1}
12n_94,{0; 10; 1; -2; 5; -8; 11; -12; 12; -10; 7; -4; 1}
12n_95,{-8; 2; -2; 5; -9; 13; -15; 16; -14; 11; -6; 3; -1}
12n_96,{3; 14; 1; -1; 3; -3; 3; -2; 1; 0; -2; 2; -2; 1}
12n_97,{-7; 2; -1; 2; -4; 6; -6; 7; -6; 5; -3; 1}
12n_98,{-1; 9; -1; 4; -7; 12; -14; 15; -15; 12; -8; 4; -1}
12n_99,{-1; 9; 2; -6; 12; -18; 22; -22; 21; -16; 10; -5; 1}
12n_100,{3; 13; 1; -3; 8; -12; 17; -18; 18; -16; 10; -6; 2}
12n_101,{-5; 5; -3; 7; -13; 20; -22; 24; -21; 16; -10; 4; -1}
12n_102,{0; 11; 1; -3; 5; -5; 6; -4; 3; -1; -2; 2; -2; 1}
12n_103,{1; 11; 1; -2; 4; -5; 7; -7; 7; -6; 4; -3; 1}
12n_104,{-9; 1; -2; 4; -7; 10; -11; 12; -10; 8; -5; 3; -1}
12n_105,{4; 15; 1; 0; 0; 2; -3; 5; -6; 5; -5; 3; -2; 1}
12n_106,{-5; 5; -1; 3; -6; 9; -12; 14; -12; 11; -7; 4; -2}
12n_107,{1; 11; 1; -2; 4; -4; 6; -6; 5; -5; 3; -2; 1}
12n_108,{0; 10; 1; -3; 6; -8; 11; -11; 11; -9; 5; -3; 1}
12n_109,{-8; 2; -2; 4; -8; 13; -15; 17; -15; 12; -8; 4; -1}
12n_110,{3; 14; 1; -1; 1; 1; -1; 3; -4; 4; -5; 3; -2; 1}
12n_111,{-4; 6; -1; 3; -6; 10; -13; 15; -14; 13; -9; 5; -2}
12n_112,{0; 10; 1; -3; 7; -9; 12; -13; 12; -10; 6; -3; 1}
12n_113,{-11; -1; -1; 2; -4; 6; -8; 9; -8; 7; -4; 3; -1}
12n_114,{3; 13; 2; -3; 6; -8; 10; -11; 10; -8; 5; -3; 1}
12n_115,{-8; 3; -1; 1; -2; 3; -3; 3; -1; 1; 1; -1; 1; -1}
12n_116,{-10; 0; -1; 2; -5; 8; -10; 12; -11; 10; -7; 4; -1}
12n_117,{2; 12; 2; -5; 10; -13; 16; -16; 14; -11; 6; -3; 1}
12n_118,{-7; 4; -1; 1; -2; 2; 0; 0; 2; -2; 3; -3; 2; -1}
12n_119,{-2; 5; 1; -2; 3; -3; 3; -2; 2; -1}
12n_120,{-10; -3; -1; 2; -3; 3; -3; 3; -2; 2}
12n_121,{-9; -1; -1; 1; -1; 1; 0; 0; 1; -1; 1}
12n_122,{-4; 6; -1; 3; -7; 12; -15; 18; -17; 15; -11; 6; -2}
12n_123,{2; 12; 3; -8; 15; -20; 24; -24; 21; -16; 9; -4; 1}
12n_124,{-7; 4; -1; 2; -3; 3; -1; 0; 2; -3; 4; -4; 3; -1}
12n_125,{-1; 9; -1; 4; -7; 12; -14; 15; -15; 12; -8; 4; -1}
12n_126,{-1; 9; 2; -6; 12; -18; 22; -22; 21; -16; 10; -5; 1}
12n_127,{-4; 6; -1; 3; -7; 12; -15; 18; -17; 15; -11; 6; -2}
12n_128,{2; 12; 3; -8; 15; -20; 24; -24; 21; -16; 9; -4; 1}
12n_129,{-7; 4; -1; 2; -3; 3; -1; 0; 2; -3; 4; -4; 3; -1}
12n_130,{-7; 2; -1; 3; -6; 9; -10; 11; -10; 8; -5; 2}
12n_131,{-1; 9; 1; -4; 9; -13; 17; -17; 16; -13; 8; -4; 1}
12n_132,{-4; 7; -1; 1; 0; -2; 6; -7; 9; -9; 8; -6; 3; -1}
12n_133,{3; 13; 1; -3; 9; -13; 18; -20; 19; -17; 11; -6; 2}
12n_134,{1; 10; 1; -2; 5; -6; 7; -7; 6; -5; 3; -1}
12n_135,{-9; 1; -1; 3; -7; 10; -12; 13; -11; 10; -6; 3; -1}
12n_136,{4; 15; 1; 0; 0; 4; -7; 9; -11; 10; -9; 6; -3; 1}
12n_137,{-5; 5; -1; 3; -8; 13; -16; 19; -17; 15; -10; 5; -2}
12n_138,{1; 12; 1; -2; 4; -4; 4; -2; 1; 0; -2; 2; -2; 1}
12n_139,{-2; 7; 1; -3; 6; -9; 11; -11; 11; -8; 6; -3}
12n_140,{0; 10; -1; 6; -10; 15; -18; 18; -17; 13; -8; 4; -1}
12n_141,{-5; 6; 1; -1; 0; 2; -6; 9; -10; 11; -9; 7; -4; 1}
12n_142,{-4; 5; -1; 3; -4; 6; -7; 7; -6; 5; -3; 1}
12n_143,{-2; 8; 1; -2; 3; -3; 3; -2; 1; 0; 0; 1; -1}
12n_144,{-9; 1; 1; -3; 6; -9; 11; -13; 12; -9; 7; -3; 1}
12n_145,{-8; 0; 1; -2; 3; -4; 4; -4; 3; -2; 2}
12n_146,{-10; -1; -1; 2; -4; 6; -7; 8; -7; 6; -4; 2}
12n_147,{-4; 6; -1; 3; -6; 9; -11; 13; -11; 10; -7; 3; -1}
12n_148,{-13; -3; -1; 2; -3; 3; -3; 3; -2; 1; 0; 0; 1}
12n_149,{-12; -2; -1; 1; -1; 1; 0; -1; 2; -2; 2; -1; 1}
12n_150,{-1; 9; -1; 3; -4; 7; -8; 9; -9; 7; -5; 3; -1}
12n_151,{-1; 9; 2; -5; 9; -13; 16; -16; 15; -11; 7; -4; 1}
12n_152,{-3; 7; -1; 4; -6; 9; -11; 11; -10; 8; -5; 3; -1}
12n_153,{4; 11; 1; -1; 3; -2; 2; -2; 1; -1}
12n_154,{-6; 4; -1; 2; -4; 6; -7; 8; -6; 6; -4; 2; -1}
12n_155,{2; 12; 2; -4; 9; -12; 14; -15; 13; -10; 6; -3; 1}
12n_156,{-2; 7; 1; -2; 4; -5; 5; -5; 5; -3; 2; -1}
12n_157,{0; 10; -1; 4; -6; 10; -12; 12; -11; 9; -6; 3; -1}
12n_158,{-4; 6; 1; -4; 8; -12; 15; -15; 15; -11; 7; -4; 1}
12n_159,{-10; 0; -1; 2; -4; 6; -8; 9; -8; 8; -5; 3; -1}
12n_160,{-7; 3; -1; 2; -4; 6; -7; 9; -8; 7; -5; 3; -1}
12n_161,{-1; 9; 2; -5; 9; -12; 15; -15; 13; -10; 6; -3; 1}
12n_162,{-3; 7; -1; 3; -5; 8; -9; 10; -9; 7; -5; 3; -1}
12n_163,{1; 11; 1; -2; 4; -5; 7; -7; 7; -6; 4; -3; 1}
12n_164,{-3; 7; -2; 5; -8; 12; -13; 14; -12; 9; -6; 3; -1}
12n_165,{-1; 9; 1; -3; 6; -8; 11; -11; 10; -8; 5; -3; 1}
12n_166,{4; 14; 1; -1; 3; -4; 6; -6; 6; -6; 4; -3; 1}
12n_167,{-6; 4; -2; 4; -7; 10; -10; 11; -9; 7; -4; 2; -1}
12n_168,{2; 12; 1; -1; 3; -4; 6; -6; 5; -5; 3; -2; 1}
12n_169,{3; 13; 1; -2; 4; -5; 8; -8; 8; -7; 4; -3; 1}
12n_170,{-5; 5; -2; 4; -7; 11; -12; 14; -12; 9; -6; 3; -1}
12n_171,{1; 11; 1; -2; 4; -4; 6; -6; 5; -5; 3; -2; 1}
12n_172,{1; 10; 1; -2; 3; -3; 4; -3; 3; -2; 1; -1}
12n_173,{-4; 6; -1; 4; -8; 14; -18; 20; -20; 17; -12; 7; -2}
12n_174,{-4; 6; 3; -9; 16; -23; 27; -27; 25; -18; 11; -5; 1}
12n_175,{-1; 10; -1; 3; -3; 4; -2; 0; 1; -3; 4; -4; 3; -1}
12n_176,{1; 10; 3; -5; 8; -10; 10; -10; 8; -5; 3; -1}
12n_177,{3; 13; 1; -2; 6; -9; 12; -13; 13; -11; 7; -4; 1}
12n_178,{-5; 5; -2; 5; -9; 14; -16; 17; -15; 12; -7; 3; -1}
12n_179,{0; 11; 1; -2; 4; -4; 4; -3; 2; 0; -2; 2; -2; 1}
12n_180,{-6; 4; 1; -4; 8; -12; 15; -16; 16; -12; 8; -4; 1}
12n_181,{-4; 6; -1; 3; -6; 10; -12; 14; -13; 11; -8; 4; -1}
12n_182,{-4; 6; -1; 3; -6; 9; -10; 12; -11; 9; -6; 3; -1}
12n_183,{2; 12; 2; -5; 10; -14; 18; -18; 16; -13; 8; -4; 1}
12n_184,{-7; 4; -1; 1; 0; -2; 5; -6; 8; -8; 7; -5; 3; -1}
12n_185,{1; 11; 1; -2; 5; -6; 8; -9; 8; -7; 5; -3; 1}
12n_186,{-9; 1; -2; 5; -9; 12; -14; 15; -12; 10; -6; 3; -1}
12n_187,{4; 15; 1; 0; 0; 3; -5; 7; -9; 8; -7; 5; -3; 1}
12n_188,{-1; 9; -1; 3; -5; 8; -9; 11; -10; 8; -6; 3; -1}
12n_189,{-3; 7; 1; -3; 6; -9; 12; -13; 13; -10; 7; -4; 1}
12n_190,{-11; -1; -1; 2; -5; 8; -10; 11; -10; 9; -5; 3; -1}
12n_191,{3; 13; 2; -3; 7; -10; 12; -13; 12; -10; 6; -3; 1}
12n_192,{-8; 3; -1; 2; -4; 5; -5; 5; -3; 2; 1; -1; 1; -1}
12n_193,{-10; 0; -1; 2; -5; 7; -8; 10; -9; 8; -5; 3; -1}
12n_194,{2; 12; 2; -4; 8; -11; 14; -14; 12; -10; 6; -3; 1}
12n_195,{-7; 4; -1; 1; -1; 0; 2; -2; 4; -4; 4; -3; 2; -1}
12n_196,{-2; 7; 1; -2; 4; -5; 6; -6; 5; -4; 3; -1}
12n_197,{-2; 8; -1; 4; -8; 13; -16; 18; -17; 14; -9; 5; -2}
12n_198,{-5; 4; 1; -2; 3; -4; 4; -4; 4; -2; 2; -1}
12n_199,{-10; -3; -1; 1; -2; 2; -1; 2; -1; 1}
12n_200,{-9; -4; -1; 1; -2; 2; -1; 2}
12n_201,{0; 10; 1; -3; 7; -11; 16; -17; 17; -15; 10; -6; 2}
12n_202,{-8; 2; -3; 7; -13; 19; -21; 23; -20; 15; -9; 4; -1}
12n_203,{3; 14; 1; -2; 4; -4; 5; -3; 2; -1; -2; 2; -2; 1}
12n_204,{0; 10; 1; -4; 8; -11; 15; -15; 15; -12; 7; -4; 1}
12n_205,{-2; 8; 1; -3; 6; -9; 12; -12; 12; -10; 7; -4; 1}
12n_206,{-6; 4; -2; 6; -11; 16; -18; 19; -17; 13; -8; 4; -1}
12n_207,{1; 12; 1; -1; 1; 1; -3; 6; -7; 7; -7; 5; -3; 1}
12n_208,{-10; 0; -1; 3; -7; 11; -15; 17; -16; 15; -10; 6; -2}
12n_209,{2; 12; 3; -7; 14; -19; 22; -23; 20; -15; 9; -4; 1}
12n_210,{-7; 4; -1; 2; -3; 3; -2; 1; 1; -1; 3; -3; 2; -1}
12n_211,{-4; 5; -1; 3; -4; 7; -8; 8; -8; 6; -4; 2}
12n_212,{-10; 0; -1; 3; -7; 11; -15; 17; -16; 15; -10; 6; -2}
12n_213,{2; 12; 3; -7; 14; -19; 22; -23; 20; -15; 9; -4; 1}
12n_214,{-7; 4; -1; 2; -3; 3; -2; 1; 1; -1; 3; -3; 2; -1}
12n_215,{0; 10; 1; -2; 5; -7; 9; -10; 10; -8; 5; -3; 1}
12n_216,{-8; 2; -2; 4; -7; 11; -13; 14; -12; 10; -6; 3; -1}
12n_217,{3; 14; 1; -1; 2; -1; 1; 0; -1; 2; -3; 2; -2; 1}
12n_218,{-7; 2; -1; 2; -3; 4; -4; 5; -4; 3; -2; 1}
12n_219,{-4; 6; -1; 3; -6; 11; -14; 16; -16; 14; -10; 6; -2}
12n_220,{1; 12; 1; -1; 2; -1; -1; 3; -4; 5; -5; 4; -3; 1}
12n_221,{-4; 7; -1; 2; -2; 2; 0; -1; 2; -3; 4; -3; 2; -1}
12n_222,{2; 12; 3; -7; 13; -18; 21; -21; 19; -14; 8; -4; 1}
12n_223,{-1; 9; 2; -5; 10; -15; 18; -18; 17; -13; 8; -4; 1}
12n_224,{-7; 3; -1; 3; -6; 10; -12; 13; -13; 11; -7; 4; -1}
12n_225,{-2; 9; 1; -1; 1; 1; -4; 6; -7; 8; -7; 5; -3; 1}
12n_226,{-2; 8; 1; -3; 6; -9; 12; -12; 12; -10; 7; -4; 1}
12n_227,{-6; 4; -2; 6; -11; 16; -18; 19; -17; 13; -8; 4; -1}
12n_228,{1; 12; 1; -1; 1; 1; -3; 6; -7; 7; -7; 5; -3; 1}
12n_229,{1; 10; 1; -2; 5; -7; 8; -8; 8; -6; 4; -2}
12n_230,{-3; 8; 1; -2; 4; -5; 5; -4; 3; -1; -1; 2; -2; 1}
12n_231,{-9; 2; 1; -3; 5; -7; 7; -6; 5; -2; 0; 2; -2; 1}
12n_232,{-9; 2; 1; -3; 5; -7; 7; -6; 5; -2; 0; 2; -2; 1}
12n_233,{-11; -1; -1; 1; -2; 3; -4; 5; -4; 4; -2; 2; -1}
12n_234,{3; 13; 2; -2; 4; -5; 6; -7; 6; -5; 3; -2; 1}
12n_235,{-7; 3; -1; 1; -1; 1; -1; 2; -1; 2; -1; 1; -1}
12n_236,{-10; 0; -1; 1; -3; 5; -6; 8; -7; 7; -5; 3; -1}
12n_237,{2; 12; 2; -4; 8; -10; 12; -12; 10; -8; 4; -2; 1}
12n_238,{-6; 4; -1; 1; -2; 4; -4; 5; -4; 4; -3; 2; -1}
12n_239,{-10; 0; -1; 2; -4; 5; -6; 7; -6; 6; -3; 2; -1}
12n_240,{2; 12; 2; -3; 7; -10; 12; -13; 11; -9; 6; -3; 1}
12n_241,{-6; 4; -1; 3; -6; 8; -9; 10; -8; 7; -4; 2; -1}
12n_242,{5; 13; 1; 0; 1; 0; 0; 0; -1; 1; -1}
12n_243,{4; 12; 1; -1; 2; -1; 1; 0; 0; 0; -1}
12n_244,{4; 13; 1; -1; 3; -3; 4; -4; 3; -3; 2; -1}
12n_245,{3; 12; 1; -2; 4; -5; 7; -6; 6; -5; 2; -1}
12n_246,{-5; 5; -1; 2; -5; 9; -10; 12; -11; 9; -6; 3; -1}
12n_247,{1; 11; 1; -2; 5; -6; 8; -8; 7; -7; 4; -2; 1}
12n_248,{-9; 1; -1; 1; -2; 3; -3; 4; -3; 3; -2; 2; -1}
12n_249,{1; 11; 2; -3; 5; -6; 7; -7; 6; -5; 3; -2; 1}
12n_250,{-5; 5; -1; 2; -3; 5; -6; 7; -6; 5; -3; 2; -1}
12n_251,{3; 12; 1; -1; 2; -2; 3; -3; 3; -2; 1; -1}
12n_252,{-7; 3; -1; 3; -7; 11; -13; 15; -14; 12; -8; 4; -1}
12n_253,{-8; 0; -2; 4; -7; 9; -9; 10; -7; 5; -2}
12n_254,{2; 10; 3; -5; 9; -11; 11; -11; 8; -5; 2}
12n_255,{-1; 9; 2; -6; 12; -17; 21; -21; 19; -15; 9; -4; 1}
12n_256,{-4; 7; -1; 2; -2; 1; 2; -3; 5; -6; 6; -5; 3; -1}
12n_257,{-6; 4; 1; -3; 4; -5; 5; -4; 4; -1; 0; 1; -1}
12n_258,{-5; 5; 1; -2; 3; -4; 3; -2; 2; 0; 0; 1; -1}
12n_259,{3; 13; 1; -3; 8; -11; 15; -16; 15; -13; 8; -4; 1}
12n_260,{-9; -1; -1; 1; -3; 4; -3; 4; -2; 2; -1}
12n_261,{-2; 8; 1; -2; 5; -8; 10; -11; 11; -9; 7; -4; 1}
12n_262,{-7; 3; -1; 3; -7; 11; -13; 15; -14; 12; -8; 4; -1}
12n_263,{-1; 9; 2; -6; 12; -17; 21; -21; 19; -15; 9; -4; 1}
12n_264,{-4; 7; -1; 2; -2; 1; 2; -3; 5; -6; 6; -5; 3; -1}
12n_265,{-5; 4; 1; -3; 6; -9; 10; -10; 10; -7; 5; -2}
12n_266,{-3; 7; -1; 5; -9; 14; -17; 17; -16; 13; -8; 4; -1}
12n_267,{-2; 9; 1; -1; 0; 3; -7; 10; -11; 12; -10; 7; -4; 1}
12n_268,{-6; 5; 1; -2; 3; -4; 3; -2; 2; 1; -2; 2; -2; 1}
12n_269,{-5; 5; -1; 4; -8; 14; -18; 19; -19; 16; -10; 6; -2}
12n_270,{-10; -1; -1; 2; -5; 8; -9; 11; -10; 8; -6; 3}
12n_271,{-7; 2; -1; 3; -5; 7; -8; 9; -8; 6; -4; 2}
12n_272,{-9; 1; 1; -4; 7; -10; 13; -14; 13; -10; 7; -3; 1}
12n_273,{-2; 8; 1; -2; 2; -2; 2; 0; 0; 1; -1; 1; -1}
12n_274,{-3; 6; 1; -3; 5; -7; 9; -9; 9; -6; 4; -2}
12n_275,{-7; 2; -1; 3; -4; 5; -6; 6; -5; 4; -2; 1}
12n_276,{-13; -3; -1; 3; -4; 4; -5; 4; -3; 2; 0; 0; 1}
12n_277,{-4; 6; -1; 3; -5; 8; -10; 11; -10; 9; -6; 3; -1}
12n_278,{-5; 5; -1; 3; -5; 8; -10; 11; -10; 8; -5; 3; -1}
12n_279,{-3; 7; 1; -1; 0; 2; -3; 4; -5; 5; -4; 3; -1}
12n_280,{-1; 7; 2; -4; 7; -8; 9; -9; 6; -4; 2}
12n_281,{-4; 6; 1; -3; 7; -10; 12; -13; 12; -9; 6; -3; 1}
12n_282,{-8; 0; 1; -2; 3; -4; 3; -3; 3; -1; 1}
12n_283,{-4; 6; -1; 4; -7; 11; -13; 14; -14; 11; -7; 4; -1}
12n_284,{-3; 6; -1; 4; -6; 9; -10; 9; -8; 6; -3; 1}
12n_285,{-1; 7; 1; -2; 5; -6; 7; -7; 5; -4; 2}
12n_286,{-2; 7; 2; -3; 5; -7; 7; -7; 6; -4; 3; -1}
12n_287,{-7; 3; 2; -6; 10; -15; 18; -18; 17; -12; 8; -4; 1}
12n_288,{-3; 7; -1; 2; -4; 7; -7; 8; -7; 6; -4; 2; -1}
12n_289,{3; 13; 1; -2; 6; -9; 13; -15; 15; -13; 9; -6; 2}
12n_290,{2; 12; 1; -2; 6; -8; 11; -12; 10; -9; 6; -3; 1}
12n_291,{-8; 2; -1; 3; -7; 11; -15; 17; -15; 14; -9; 5; -2}
12n_292,{4; 15; 1; -1; 3; -2; 2; -1; -1; 1; -2; 2; -2; 1}
12n_293,{2; 11; 1; 0; 1; 0; -1; 1; -2; 2; -2; 1}
12n_294,{-2; 8; 1; -2; 4; -5; 7; -7; 6; -6; 4; -2; 1}
12n_295,{-9; 1; 1; -4; 8; -12; 16; -18; 17; -14; 10; -5; 2}
12n_296,{-2; 7; 1; -2; 4; -5; 6; -6; 5; -4; 3; -1}
12n_297,{-3; 7; 1; -3; 7; -10; 14; -16; 15; -13; 9; -5; 2}
12n_298,{-4; 6; 1; -3; 7; -11; 14; -15; 14; -11; 8; -4; 1}
12n_299,{0; 10; 1; -3; 7; -10; 13; -14; 14; -11; 7; -4; 1}
12n_300,{-7; 3; -1; 3; -6; 9; -11; 13; -12; 10; -7; 4; -1}
12n_301,{-4; 6; -1; 3; -5; 8; -10; 11; -10; 9; -6; 3; -1}
12n_302,{-3; 7; 1; -4; 8; -12; 17; -18; 18; -15; 10; -6; 2}
12n_303,{2; 12; 1; -1; 4; -5; 6; -7; 6; -5; 3; -2; 1}
12n_304,{-8; 2; -1; 2; -5; 8; -10; 12; -11; 10; -6; 4; -2}
12n_305,{4; 14; 1; -1; 3; -3; 4; -4; 4; -4; 2; -2; 1}
12n_306,{1; 11; 1; -1; 3; -4; 5; -5; 5; -5; 3; -2; 1}
12n_307,{-7; 3; -1; 2; -5; 8; -10; 13; -12; 11; -8; 5; -2}
12n_308,{3; 13; 1; -2; 5; -7; 10; -10; 10; -9; 5; -3; 1}
12n_309,{-3; 6; -1; 1; -1; 2; 0; 0; 1; -1; 1; -1}
12n_310,{-1; 7; -1; 2; -2; 4; -3; 3; -3; 2; -1}
12n_311,{-6; 3; -1; 3; -6; 8; -8; 9; -7; 5; -3; 1}
12n_312,{-2; 7; 1; -3; 6; -7; 8; -8; 7; -5; 3; -1}
12n_313,{-5; 5; -1; 2; -2; 2; -1; 1; 1; -2; 2; -2; 1}
12n_314,{-5; 4; 1; -3; 6; -8; 9; -9; 8; -6; 4; -1}
12n_315,{-6; 3; 1; -3; 5; -8; 10; -10; 10; -7; 5; -2}
12n_316,{2; 12; 1; -2; 6; -8; 10; -11; 10; -8; 5; -3; 1}
12n_317,{-6; 4; 1; -3; 6; -10; 13; -14; 14; -11; 8; -4; 1}
12n_318,{-7; 2; -1; 1; -1; 1; 0; 0; 1; 0; 1; -1}
12n_319,{-2; 8; 1; -2; 4; -5; 6; -6; 6; -5; 3; -2; 1}
12n_320,{-6; 4; 1; -4; 8; -13; 17; -18; 18; -14; 10; -5; 1}
12n_321,{2; 11; 1; 0; 0; 1; -1; 2; -3; 2; -2; 1}
12n_322,{-5; 3; 1; -2; 3; -4; 4; -3; 3; -2; 1}
12n_323,{-5; 3; -2; 4; -6; 9; -9; 9; -7; 5; -2}
12n_324,{-3; 7; 1; -2; 5; -8; 10; -11; 11; -9; 6; -3; 1}
12n_325,{-4; 6; 1; -4; 9; -14; 18; -19; 18; -14; 10; -5; 1}
12n_326,{-1; 8; -1; 3; -5; 8; -8; 9; -8; 6; -4; 1}
12n_327,{-9; 1; -1; 2; -5; 8; -9; 10; -9; 8; -5; 3; -1}
12n_328,{4; 13; 1; 0; 0; 2; -3; 4; -4; 3; -3; 1}
12n_329,{-13; -3; -1; 2; -3; 4; -4; 3; -3; 2; 0; 0; 1}
12n_330,{-2; 8; -1; 3; -6; 11; -13; 15; -14; 11; -8; 4; -1}
12n_331,{-7; 2; -2; 4; -5; 7; -7; 7; -6; 4; -2; 1}
12n_332,{-12; -2; -1; 1; -1; 1; 1; -2; 2; -3; 3; -1; 1}
12n_333,{-3; 7; -1; 2; -3; 6; -6; 7; -7; 5; -4; 3; -1}
12n_334,{-7; 3; 1; -4; 6; -8; 11; -10; 9; -7; 4; -2; 1}
12n_335,{-2; 8; -1; 4; -7; 12; -15; 16; -15; 12; -8; 4; -1}
12n_336,{-9; 2; 1; -2; 2; -2; 1; 0; -1; 3; -3; 3; -2; 1}
12n_337,{-7; 3; 2; -6; 10; -14; 17; -17; 15; -11; 7; -3; 1}
12n_338,{4; 13; 1; -1; 3; -3; 4; -4; 3; -3; 2; -1}
12n_339,{-2; 8; -2; 5; -8; 13; -15; 16; -14; 11; -7; 3; -1}
12n_340,{0; 8; 1; -1; 2; -2; 3; -3; 2; -2; 1}
12n_341,{3; 13; 1; -2; 5; -7; 10; -11; 11; -9; 6; -4; 1}
12n_342,{-3; 7; -1; 3; -5; 7; -8; 9; -7; 6; -4; 2; -1}
12n_343,{-1; 9; 1; -2; 5; -7; 9; -10; 9; -7; 5; -3; 1}
12n_344,{-11; -1; -1; 3; -6; 9; -12; 13; -12; 10; -6; 4; -1}
12n_345,{-1; 9; 1; -3; 6; -8; 11; -11; 10; -8; 5; -3; 1}
12n_346,{-4; 7; -1; 1; -1; 1; 1; -1; 3; -3; 3; -3; 2; -1}
12n_347,{-10; -1; -1; 2; -3; 4; -5; 5; -4; 4; -2; 1}
12n_348,{-9; 1; 1; -3; 6; -10; 12; -13; 13; -10; 7; -3; 1}
12n_349,{-10; 0; -1; 1; -1; 0; 2; -2; 3; -3; 3; -2; 1}
12n_350,{-9; 1; 1; -4; 8; -13; 16; -17; 17; -13; 9; -4; 1}
12n_351,{-5; 3; 1; -2; 4; -5; 5; -5; 4; -3; 2}
12n_352,{-5; 5; 1; -2; 3; -3; 2; -1; 0; 1; -1; 2; -1}
12n_353,{-9; 1; 1; -3; 7; -12; 15; -17; 17; -14; 10; -5; 2}
12n_354,{-6; 4; 1; -1; 0; 1; -3; 4; -4; 5; -4; 3; -1}
12n_355,{-8; 2; 1; -2; 2; -1; -1; 2; -3; 4; -3; 3; -1}
12n_356,{-4; 4; 2; -5; 8; -10; 11; -10; 8; -5; 2}
12n_357,{-3; 7; 1; -3; 8; -12; 15; -17; 16; -13; 9; -4; 1}
12n_358,{-7; 1; 1; -3; 5; -7; 8; -7; 6; -4; 2}
12n_359,{-6; 4; 1; -2; 5; -8; 10; -12; 11; -9; 7; -3; 1}
12n_360,{-2; 7; 1; -3; 6; -7; 8; -8; 7; -5; 3; -1}
12n_361,{0; 10; 1; -2; 5; -8; 11; -12; 12; -10; 7; -4; 1}
12n_362,{-4; 4; -1; 3; -4; 5; -5; 5; -4; 3; -1}
12n_363,{-9; 1; 1; -3; 7; -11; 13; -15; 14; -11; 8; -3; 1}
12n_364,{-4; 6; -1; 4; -7; 12; -15; 16; -16; 13; -9; 5; -1}
12n_365,{-6; 4; -1; 5; -9; 13; -16; 16; -15; 12; -7; 4; -1}
12n_366,{-13; -3; -1; 2; -4; 5; -5; 5; -4; 3; -1; 0; 1}
12n_367,{-5; 5; -1; 4; -9; 15; -19; 21; -20; 17; -11; 6; -2}
12n_368,{1; 9; 1; -2; 4; -4; 5; -4; 3; -3; 1}
12n_369,{-3; 7; 1; -3; 6; -9; 12; -12; 12; -10; 6; -3; 1}
12n_370,{-1; 8; 1; -1; 1; 0; 0; 1; -2; 2; -2; 1}
12n_371,{-2; 7; -1; 2; -2; 3; -2; 2; -1; 0; 1; -1}
12n_372,{1; 10; 1; -2; 5; -6; 7; -7; 6; -5; 3; -1}
12n_373,{2; 12; 1; -2; 6; -9; 12; -13; 12; -10; 7; -4; 1}
12n_374,{4; 14; 1; -1; 2; 0; -1; 2; -3; 3; -3; 2; -1}
12n_375,{2; 10; 2; -4; 8; -9; 10; -10; 7; -5; 2}
12n_376,{-3; 7; 1; -3; 7; -11; 14; -15; 15; -12; 8; -4; 1}
12n_377,{-4; 4; -2; 4; -5; 7; -6; 6; -5; 3; -1}
12n_378,{-8; 2; -1; 3; -7; 12; -16; 18; -17; 15; -10; 6; -2}
12n_379,{-10; 0; -1; 3; -5; 7; -10; 10; -9; 9; -5; 3; -1}
12n_380,{-4; 6; 1; -4; 7; -10; 14; -13; 12; -10; 6; -3; 1}
12n_381,{1; 10; 2; -4; 7; -9; 10; -9; 8; -6; 3; -1}
12n_382,{-3; 7; 1; -2; 3; -4; 4; -3; 3; -1; 0; 1; -1}
12n_383,{1; 10; 2; -3; 6; -8; 8; -8; 7; -5; 3; -1}
12n_384,{0; 10; 1; -3; 8; -12; 17; -19; 18; -16; 11; -6; 2}
12n_385,{-3; 6; -2; 5; -8; 12; -12; 12; -10; 7; -4; 1}
12n_386,{4; 14; 1; -1; 3; -2; 2; -2; 0; 0; 0; 1; -1}
12n_387,{1; 10; 1; -2; 3; -4; 5; -3; 4; -3; 1; -1}
12n_388,{-2; 7; 2; -4; 5; -7; 8; -6; 6; -4; 2; -1}
12n_389,{-1; 9; 2; -4; 9; -13; 15; -17; 15; -11; 8; -4; 1}
12n_390,{-4; 5; -1; 3; -5; 8; -9; 10; -9; 7; -5; 2}
12n_391,{-8; 2; -2; 5; -10; 15; -18; 20; -17; 14; -9; 4; -1}
12n_392,{-3; 7; 1; -4; 8; -12; 16; -16; 16; -13; 8; -4; 1}
12n_393,{-8; 1; 1; -3; 5; -7; 8; -8; 7; -5; 4; -1}
12n_394,{-5; 5; 1; -1; 0; 1; -3; 5; -5; 5; -4; 3; -1}
